,index,Date_TimeCaught,year,week_of_year,year_woy,CaptureSite,Capture_Number
423,10022,2019-07-08,2019,28,201928,CaptureSite_17,0.0
424,10023,2019-07-15,2019,29,201929,CaptureSite_17,0.0
425,10024,2019-07-22,2019,30,201930,CaptureSite_17,0.0
426,10025,2019-07-29,2019,31,201931,CaptureSite_17,0.0
427,10026,2019-08-05,2019,32,201932,CaptureSite_17,0.0
428,10027,2019-08-12,2019,33,201933,CaptureSite_17,0.0
429,10028,2019-08-19,2019,34,201934,CaptureSite_17,0.0
430,10029,2019-08-26,2019,35,201935,CaptureSite_17,0.0
431,10030,2019-09-02,2019,36,201936,CaptureSite_17,0.0
432,10031,2019-09-09,2019,37,201937,CaptureSite_17,0.0
433,10032,2019-09-16,2019,38,201938,CaptureSite_17,0.0
434,10033,2019-09-23,2019,39,201939,CaptureSite_17,0.0
435,10034,2019-09-30,2019,40,201940,CaptureSite_17,0.0
436,10035,2019-10-07,2019,41,201941,CaptureSite_17,0.0
437,10036,2019-10-14,2019,42,201942,CaptureSite_17,0.0
438,10037,2019-10-21,2019,43,201943,CaptureSite_17,0.0
439,10038,2019-10-28,2019,44,201944,CaptureSite_17,0.0
440,10958,2019-01-01,2019,1,201901,CaptureSite_18,0.0
441,10959,2019-01-07,2019,2,201902,CaptureSite_18,0.0
442,10960,2019-01-14,2019,3,201903,CaptureSite_18,0.0
443,10961,2019-01-21,2019,4,201904,CaptureSite_18,0.0
444,10962,2019-01-28,2019,5,201905,CaptureSite_18,0.0
445,10963,2019-02-04,2019,6,201906,CaptureSite_18,0.0
446,10964,2019-02-11,2019,7,201907,CaptureSite_18,0.0
447,10965,2019-02-18,2019,8,201908,CaptureSite_18,0.0
448,10966,2019-02-25,2019,9,201909,CaptureSite_18,0.0
449,10967,2019-03-04,2019,10,201910,CaptureSite_18,0.0
450,10968,2019-03-11,2019,11,201911,CaptureSite_18,0.0
451,10969,2019-03-18,2019,12,201912,CaptureSite_18,0.0
452,10970,2019-03-25,2019,13,201913,CaptureSite_18,0.0
453,10971,2019-04-01,2019,14,201914,CaptureSite_18,0.0
454,10972,2019-04-08,2019,15,201915,CaptureSite_18,0.0
455,10973,2019-04-15,2019,16,201916,CaptureSite_18,0.0
456,10974,2019-04-22,2019,17,201917,CaptureSite_18,0.0
457,10975,2019-04-29,2019,18,201918,CaptureSite_18,0.0
458,10976,2019-05-06,2019,19,201919,CaptureSite_18,0.0
459,10977,2019-05-13,2019,20,201920,CaptureSite_18,0.0
460,10978,2019-05-20,2019,21,201921,CaptureSite_18,0.0
461,10979,2019-05-27,2019,22,201922,CaptureSite_18,0.0
462,10980,2019-06-03,2019,23,201923,CaptureSite_18,0.0
463,10981,2019-06-10,2019,24,201924,CaptureSite_18,0.0
464,10982,2019-06-17,2019,25,201925,CaptureSite_18,0.0
465,10983,2019-06-24,2019,26,201926,CaptureSite_18,0.0
466,10984,2019-07-01,2019,27,201927,CaptureSite_18,0.0
467,10985,2019-07-08,2019,28,201928,CaptureSite_18,0.0
468,10986,2019-07-15,2019,29,201929,CaptureSite_18,0.0
469,10987,2019-07-22,2019,30,201930,CaptureSite_18,0.0
470,10988,2019-07-29,2019,31,201931,CaptureSite_18,0.0
471,10989,2019-08-05,2019,32,201932,CaptureSite_18,0.0
472,10990,2019-08-12,2019,33,201933,CaptureSite_18,0.0
473,10991,2019-08-19,2019,34,201934,CaptureSite_18,0.0
474,10992,2019-08-26,2019,35,201935,CaptureSite_18,0.0
475,10993,2019-09-02,2019,36,201936,CaptureSite_18,0.0
476,10994,2019-09-09,2019,37,201937,CaptureSite_18,0.0
477,10995,2019-09-16,2019,38,201938,CaptureSite_18,0.0
478,10996,2019-09-23,2019,39,201939,CaptureSite_18,0.0
479,10997,2019-09-30,2019,40,201940,CaptureSite_18,0.0
480,10998,2019-10-07,2019,41,201941,CaptureSite_18,0.0
481,10999,2019-10-14,2019,42,201942,CaptureSite_18,0.0
482,11000,2019-10-21,2019,43,201943,CaptureSite_18,0.0
483,11001,2019-10-28,2019,44,201944,CaptureSite_18,0.0
484,11981,2019-01-01,2019,1,201901,CaptureSite_19,0.0
485,11982,2019-01-07,2019,2,201902,CaptureSite_19,0.0
486,11983,2019-01-14,2019,3,201903,CaptureSite_19,0.0
487,11984,2019-01-21,2019,4,201904,CaptureSite_19,0.0
488,11985,2019-01-28,2019,5,201905,CaptureSite_19,0.0
489,11986,2019-02-04,2019,6,201906,CaptureSite_19,0.0
490,11987,2019-02-11,2019,7,201907,CaptureSite_19,0.0
491,11988,2019-02-18,2019,8,201908,CaptureSite_19,0.0
492,11989,2019-02-25,2019,9,201909,CaptureSite_19,0.0
493,11990,2019-03-04,2019,10,201910,CaptureSite_19,0.0
494,11991,2019-03-11,2019,11,201911,CaptureSite_19,0.0
495,11992,2019-03-18,2019,12,201912,CaptureSite_19,0.0
496,11993,2019-03-25,2019,13,201913,CaptureSite_19,0.0
497,11994,2019-04-01,2019,14,201914,CaptureSite_19,0.0
498,11995,2019-04-08,2019,15,201915,CaptureSite_19,0.0
499,11996,2019-04-15,2019,16,201916,CaptureSite_19,0.0
500,11997,2019-04-22,2019,17,201917,CaptureSite_19,0.0
501,11998,2019-04-29,2019,18,201918,CaptureSite_19,0.0
502,11999,2019-05-06,2019,19,201919,CaptureSite_19,0.0
503,12000,2019-05-13,2019,20,201920,CaptureSite_19,0.0
504,12001,2019-05-20,2019,21,201921,CaptureSite_19,0.0
505,12002,2019-05-27,2019,22,201922,CaptureSite_19,0.0
506,12003,2019-06-03,2019,23,201923,CaptureSite_19,0.0
507,12004,2019-06-10,2019,24,201924,CaptureSite_19,0.0
508,12005,2019-06-17,2019,25,201925,CaptureSite_19,0.0
509,12006,2019-06-24,2019,26,201926,CaptureSite_19,0.0
510,12007,2019-07-01,2019,27,201927,CaptureSite_19,0.0
511,12008,2019-07-08,2019,28,201928,CaptureSite_19,0.0
512,12009,2019-07-15,2019,29,201929,CaptureSite_19,0.0
513,12010,2019-07-22,2019,30,201930,CaptureSite_19,0.0
514,12011,2019-07-29,2019,31,201931,CaptureSite_19,0.0
515,12012,2019-08-05,2019,32,201932,CaptureSite_19,0.0
516,12013,2019-08-12,2019,33,201933,CaptureSite_19,0.0
517,12014,2019-08-19,2019,34,201934,CaptureSite_19,0.0
518,12015,2019-08-26,2019,35,201935,CaptureSite_19,0.0
519,12016,2019-09-02,2019,36,201936,CaptureSite_19,0.0
520,12017,2019-09-09,2019,37,201937,CaptureSite_19,0.0
521,12018,2019-09-16,2019,38,201938,CaptureSite_19,0.0
522,12019,2019-09-23,2019,39,201939,CaptureSite_19,0.0
523,12020,2019-09-30,2019,40,201940,CaptureSite_19,0.0
524,12021,2019-10-07,2019,41,201941,CaptureSite_19,0.0
525,12022,2019-10-14,2019,42,201942,CaptureSite_19,0.0
526,12023,2019-10-21,2019,43,201943,CaptureSite_19,0.0
527,12024,2019-10-28,2019,44,201944,CaptureSite_19,0.0
528,12896,2019-01-01,2019,1,201901,CaptureSite_2,0.0
529,12897,2019-01-07,2019,2,201902,CaptureSite_2,0.0
530,12898,2019-01-14,2019,3,201903,CaptureSite_2,0.0
531,12899,2019-01-21,2019,4,201904,CaptureSite_2,0.0
532,12900,2019-01-28,2019,5,201905,CaptureSite_2,0.0
533,12901,2019-02-04,2019,6,201906,CaptureSite_2,0.0
534,12902,2019-02-11,2019,7,201907,CaptureSite_2,0.0
535,12903,2019-02-18,2019,8,201908,CaptureSite_2,0.0
536,12904,2019-02-25,2019,9,201909,CaptureSite_2,0.0
537,12905,2019-03-04,2019,10,201910,CaptureSite_2,0.0
538,12906,2019-03-11,2019,11,201911,CaptureSite_2,0.0
539,12907,2019-03-18,2019,12,201912,CaptureSite_2,0.0
540,12908,2019-03-25,2019,13,201913,CaptureSite_2,0.0
541,12909,2019-04-01,2019,14,201914,CaptureSite_2,0.0
542,12910,2019-04-08,2019,15,201915,CaptureSite_2,0.0
543,12911,2019-04-15,2019,16,201916,CaptureSite_2,0.0
544,12912,2019-04-22,2019,17,201917,CaptureSite_2,0.0
545,12913,2019-04-29,2019,18,201918,CaptureSite_2,0.0
546,12914,2019-05-06,2019,19,201919,CaptureSite_2,0.0
547,12915,2019-05-13,2019,20,201920,CaptureSite_2,0.0
548,12916,2019-05-20,2019,21,201921,CaptureSite_2,0.0
549,12917,2019-05-27,2019,22,201922,CaptureSite_2,0.0
550,12918,2019-06-03,2019,23,201923,CaptureSite_2,0.0
551,12919,2019-06-10,2019,24,201924,CaptureSite_2,0.0
552,12920,2019-06-17,2019,25,201925,CaptureSite_2,0.0
553,12921,2019-06-24,2019,26,201926,CaptureSite_2,0.0
554,12922,2019-07-01,2019,27,201927,CaptureSite_2,0.0
555,12923,2019-07-08,2019,28,201928,CaptureSite_2,0.0
556,12924,2019-07-15,2019,29,201929,CaptureSite_2,0.0
557,12925,2019-07-22,2019,30,201930,CaptureSite_2,0.0
558,12926,2019-07-29,2019,31,201931,CaptureSite_2,0.0
559,12927,2019-08-05,2019,32,201932,CaptureSite_2,0.0
560,12928,2019-08-12,2019,33,201933,CaptureSite_2,0.0
561,12929,2019-08-19,2019,34,201934,CaptureSite_2,0.0
562,12930,2019-08-26,2019,35,201935,CaptureSite_2,0.0
563,12931,2019-09-02,2019,36,201936,CaptureSite_2,0.0
564,12932,2019-09-09,2019,37,201937,CaptureSite_2,0.0
565,12933,2019-09-16,2019,38,201938,CaptureSite_2,0.0
566,12934,2019-09-23,2019,39,201939,CaptureSite_2,0.0
567,12935,2019-09-30,2019,40,201940,CaptureSite_2,0.0
568,12936,2019-10-07,2019,41,201941,CaptureSite_2,0.0
569,12937,2019-10-14,2019,42,201942,CaptureSite_2,0.0
570,12938,2019-10-21,2019,43,201943,CaptureSite_2,0.0
571,12939,2019-10-28,2019,44,201944,CaptureSite_2,0.0
572,13620,2019-01-01,2019,1,201901,CaptureSite_20,0.0
573,13621,2019-01-07,2019,2,201902,CaptureSite_20,0.0
574,13622,2019-01-14,2019,3,201903,CaptureSite_20,0.0
575,13623,2019-01-21,2019,4,201904,CaptureSite_20,0.0
576,13624,2019-01-28,2019,5,201905,CaptureSite_20,0.0
577,13625,2019-02-04,2019,6,201906,CaptureSite_20,0.0
578,13626,2019-02-11,2019,7,201907,CaptureSite_20,0.0
579,13627,2019-02-18,2019,8,201908,CaptureSite_20,0.0
580,13628,2019-02-25,2019,9,201909,CaptureSite_20,0.0
581,13629,2019-03-04,2019,10,201910,CaptureSite_20,0.0
582,13630,2019-03-11,2019,11,201911,CaptureSite_20,0.0
583,13631,2019-03-18,2019,12,201912,CaptureSite_20,0.0
584,13632,2019-03-25,2019,13,201913,CaptureSite_20,0.0
585,13633,2019-04-01,2019,14,201914,CaptureSite_20,0.0
586,13634,2019-04-08,2019,15,201915,CaptureSite_20,0.0
587,13635,2019-04-15,2019,16,201916,CaptureSite_20,0.0
588,13636,2019-04-22,2019,17,201917,CaptureSite_20,0.0
589,13637,2019-04-29,2019,18,201918,CaptureSite_20,0.0
590,13638,2019-05-06,2019,19,201919,CaptureSite_20,0.0
591,13639,2019-05-13,2019,20,201920,CaptureSite_20,0.0
592,13640,2019-05-20,2019,21,201921,CaptureSite_20,0.0
593,13641,2019-05-27,2019,22,201922,CaptureSite_20,0.0
594,13642,2019-06-03,2019,23,201923,CaptureSite_20,0.0
595,13643,2019-06-10,2019,24,201924,CaptureSite_20,0.0
596,13644,2019-06-17,2019,25,201925,CaptureSite_20,0.0
597,13645,2019-06-24,2019,26,201926,CaptureSite_20,0.0
598,13646,2019-07-01,2019,27,201927,CaptureSite_20,0.0
599,13647,2019-07-08,2019,28,201928,CaptureSite_20,0.0
600,13648,2019-07-15,2019,29,201929,CaptureSite_20,0.0
601,13649,2019-07-22,2019,30,201930,CaptureSite_20,0.0
602,13650,2019-07-29,2019,31,201931,CaptureSite_20,0.0
603,13651,2019-08-05,2019,32,201932,CaptureSite_20,0.0
604,13652,2019-08-12,2019,33,201933,CaptureSite_20,0.0
605,13653,2019-08-19,2019,34,201934,CaptureSite_20,0.0
606,13654,2019-08-26,2019,35,201935,CaptureSite_20,0.0
607,13655,2019-09-02,2019,36,201936,CaptureSite_20,0.0
608,13656,2019-09-09,2019,37,201937,CaptureSite_20,0.0
609,13657,2019-09-16,2019,38,201938,CaptureSite_20,0.0
610,13658,2019-09-23,2019,39,201939,CaptureSite_20,0.0
611,13659,2019-09-30,2019,40,201940,CaptureSite_20,0.0
612,13660,2019-10-07,2019,41,201941,CaptureSite_20,0.0
613,13661,2019-10-14,2019,42,201942,CaptureSite_20,0.0
614,13662,2019-10-21,2019,43,201943,CaptureSite_20,0.0
615,13663,2019-10-28,2019,44,201944,CaptureSite_20,0.0
616,14564,2019-01-01,2019,1,201901,CaptureSite_21,0.0
617,14565,2019-01-07,2019,2,201902,CaptureSite_21,0.0
618,14566,2019-01-14,2019,3,201903,CaptureSite_21,0.0
619,14567,2019-01-21,2019,4,201904,CaptureSite_21,0.0
620,14568,2019-01-28,2019,5,201905,CaptureSite_21,0.0
621,14569,2019-02-04,2019,6,201906,CaptureSite_21,0.0
622,14570,2019-02-11,2019,7,201907,CaptureSite_21,0.0
623,14571,2019-02-18,2019,8,201908,CaptureSite_21,0.0
624,14572,2019-02-25,2019,9,201909,CaptureSite_21,0.0
625,14573,2019-03-04,2019,10,201910,CaptureSite_21,0.0
626,14574,2019-03-11,2019,11,201911,CaptureSite_21,0.0
627,14575,2019-03-18,2019,12,201912,CaptureSite_21,0.0
628,14576,2019-03-25,2019,13,201913,CaptureSite_21,0.0
629,14577,2019-04-01,2019,14,201914,CaptureSite_21,0.0
630,14578,2019-04-08,2019,15,201915,CaptureSite_21,0.0
631,14579,2019-04-15,2019,16,201916,CaptureSite_21,0.0
632,14580,2019-04-22,2019,17,201917,CaptureSite_21,0.0
633,14581,2019-04-29,2019,18,201918,CaptureSite_21,0.0
634,14582,2019-05-06,2019,19,201919,CaptureSite_21,0.0
635,14583,2019-05-13,2019,20,201920,CaptureSite_21,0.0
636,14584,2019-05-20,2019,21,201921,CaptureSite_21,0.0
637,14585,2019-05-27,2019,22,201922,CaptureSite_21,0.0
638,14586,2019-06-03,2019,23,201923,CaptureSite_21,0.0
639,14587,2019-06-10,2019,24,201924,CaptureSite_21,0.0
640,14588,2019-06-17,2019,25,201925,CaptureSite_21,0.0
641,14589,2019-06-24,2019,26,201926,CaptureSite_21,0.0
642,14590,2019-07-01,2019,27,201927,CaptureSite_21,0.0
643,14591,2019-07-08,2019,28,201928,CaptureSite_21,0.0
644,14592,2019-07-15,2019,29,201929,CaptureSite_21,0.0
645,14593,2019-07-22,2019,30,201930,CaptureSite_21,0.0
646,14594,2019-07-29,2019,31,201931,CaptureSite_21,0.0
647,14595,2019-08-05,2019,32,201932,CaptureSite_21,0.0
648,14596,2019-08-12,2019,33,201933,CaptureSite_21,0.0
649,14597,2019-08-19,2019,34,201934,CaptureSite_21,0.0
650,14598,2019-08-26,2019,35,201935,CaptureSite_21,0.0
651,14599,2019-09-02,2019,36,201936,CaptureSite_21,0.0
652,14600,2019-09-09,2019,37,201937,CaptureSite_21,0.0
653,14601,2019-09-16,2019,38,201938,CaptureSite_21,0.0
654,14602,2019-09-23,2019,39,201939,CaptureSite_21,0.0
655,14603,2019-09-30,2019,40,201940,CaptureSite_21,0.0
656,14604,2019-10-07,2019,41,201941,CaptureSite_21,0.0
657,14605,2019-10-14,2019,42,201942,CaptureSite_21,0.0
658,14606,2019-10-21,2019,43,201943,CaptureSite_21,0.0
659,14607,2019-10-28,2019,44,201944,CaptureSite_21,0.0
660,15514,2019-01-01,2019,1,201901,CaptureSite_22,0.0
661,15515,2019-01-07,2019,2,201902,CaptureSite_22,0.0
662,15516,2019-01-14,2019,3,201903,CaptureSite_22,0.0
663,15517,2019-01-21,2019,4,201904,CaptureSite_22,0.0
664,15518,2019-01-28,2019,5,201905,CaptureSite_22,0.0
665,15519,2019-02-04,2019,6,201906,CaptureSite_22,0.0
666,15520,2019-02-11,2019,7,201907,CaptureSite_22,0.0
667,15521,2019-02-18,2019,8,201908,CaptureSite_22,0.0
668,15522,2019-02-25,2019,9,201909,CaptureSite_22,0.0
669,15523,2019-03-04,2019,10,201910,CaptureSite_22,0.0
670,15524,2019-03-11,2019,11,201911,CaptureSite_22,0.0
671,15525,2019-03-18,2019,12,201912,CaptureSite_22,0.0
672,15526,2019-03-25,2019,13,201913,CaptureSite_22,0.0
673,15527,2019-04-01,2019,14,201914,CaptureSite_22,0.0
674,15528,2019-04-08,2019,15,201915,CaptureSite_22,0.0
675,15529,2019-04-15,2019,16,201916,CaptureSite_22,0.0
676,15530,2019-04-22,2019,17,201917,CaptureSite_22,0.0
677,15531,2019-04-29,2019,18,201918,CaptureSite_22,0.0
678,15532,2019-05-06,2019,19,201919,CaptureSite_22,0.0
679,15533,2019-05-13,2019,20,201920,CaptureSite_22,0.0
680,15534,2019-05-20,2019,21,201921,CaptureSite_22,0.0
681,15535,2019-05-27,2019,22,201922,CaptureSite_22,0.0
682,15536,2019-06-03,2019,23,201923,CaptureSite_22,0.0
683,15537,2019-06-10,2019,24,201924,CaptureSite_22,0.0
684,15538,2019-06-17,2019,25,201925,CaptureSite_22,0.0
685,15539,2019-06-24,2019,26,201926,CaptureSite_22,0.0
686,15540,2019-07-01,2019,27,201927,CaptureSite_22,0.0
687,15541,2019-07-08,2019,28,201928,CaptureSite_22,0.0
688,15542,2019-07-15,2019,29,201929,CaptureSite_22,0.0
689,15543,2019-07-22,2019,30,201930,CaptureSite_22,0.0
690,15544,2019-07-29,2019,31,201931,CaptureSite_22,0.0
691,15545,2019-08-05,2019,32,201932,CaptureSite_22,0.0
692,15546,2019-08-12,2019,33,201933,CaptureSite_22,0.0
693,15547,2019-08-19,2019,34,201934,CaptureSite_22,0.0
694,15548,2019-08-26,2019,35,201935,CaptureSite_22,0.0
695,15549,2019-09-02,2019,36,201936,CaptureSite_22,0.0
696,15550,2019-09-09,2019,37,201937,CaptureSite_22,0.0
697,15551,2019-09-16,2019,38,201938,CaptureSite_22,0.0
698,15552,2019-09-23,2019,39,201939,CaptureSite_22,0.0
699,15553,2019-09-30,2019,40,201940,CaptureSite_22,0.0
700,15554,2019-10-07,2019,41,201941,CaptureSite_22,0.0
701,15555,2019-10-14,2019,42,201942,CaptureSite_22,0.0
702,15556,2019-10-21,2019,43,201943,CaptureSite_22,0.0
703,15557,2019-10-28,2019,44,201944,CaptureSite_22,0.0
704,16612,2019-01-01,2019,1,201901,CaptureSite_23,0.0
705,16613,2019-01-07,2019,2,201902,CaptureSite_23,0.0
706,16614,2019-01-14,2019,3,201903,CaptureSite_23,0.0
707,16615,2019-01-21,2019,4,201904,CaptureSite_23,0.0
708,16616,2019-01-28,2019,5,201905,CaptureSite_23,0.0
709,16617,2019-02-04,2019,6,201906,CaptureSite_23,0.0
710,16618,2019-02-11,2019,7,201907,CaptureSite_23,0.0
711,16619,2019-02-18,2019,8,201908,CaptureSite_23,0.0
712,16620,2019-02-25,2019,9,201909,CaptureSite_23,0.0
713,16621,2019-03-04,2019,10,201910,CaptureSite_23,0.0
714,16622,2019-03-11,2019,11,201911,CaptureSite_23,0.0
715,16623,2019-03-18,2019,12,201912,CaptureSite_23,0.0
716,16624,2019-03-25,2019,13,201913,CaptureSite_23,0.0
717,16625,2019-04-01,2019,14,201914,CaptureSite_23,0.0
718,16626,2019-04-08,2019,15,201915,CaptureSite_23,0.0
719,16627,2019-04-15,2019,16,201916,CaptureSite_23,0.0
720,16628,2019-04-22,2019,17,201917,CaptureSite_23,0.0
721,16629,2019-04-29,2019,18,201918,CaptureSite_23,0.0
722,16630,2019-05-06,2019,19,201919,CaptureSite_23,0.0
723,16631,2019-05-13,2019,20,201920,CaptureSite_23,0.0
724,16632,2019-05-20,2019,21,201921,CaptureSite_23,0.0
725,16633,2019-05-27,2019,22,201922,CaptureSite_23,0.0
726,16634,2019-06-03,2019,23,201923,CaptureSite_23,0.0
727,16635,2019-06-10,2019,24,201924,CaptureSite_23,0.0
728,16636,2019-06-17,2019,25,201925,CaptureSite_23,0.0
729,16637,2019-06-24,2019,26,201926,CaptureSite_23,0.0
730,16638,2019-07-01,2019,27,201927,CaptureSite_23,0.0
731,16639,2019-07-08,2019,28,201928,CaptureSite_23,0.0
732,16640,2019-07-15,2019,29,201929,CaptureSite_23,0.0
733,16641,2019-07-22,2019,30,201930,CaptureSite_23,0.0
734,16642,2019-07-29,2019,31,201931,CaptureSite_23,0.0
735,16643,2019-08-05,2019,32,201932,CaptureSite_23,0.0
736,16644,2019-08-12,2019,33,201933,CaptureSite_23,0.0
737,16645,2019-08-19,2019,34,201934,CaptureSite_23,0.0
738,16646,2019-08-26,2019,35,201935,CaptureSite_23,0.0
739,16647,2019-09-02,2019,36,201936,CaptureSite_23,0.0
740,16648,2019-09-09,2019,37,201937,CaptureSite_23,0.0
741,16649,2019-09-16,2019,38,201938,CaptureSite_23,0.0
742,16650,2019-09-23,2019,39,201939,CaptureSite_23,0.0
743,16651,2019-09-30,2019,40,201940,CaptureSite_23,0.0
744,16652,2019-10-07,2019,41,201941,CaptureSite_23,0.0
745,16653,2019-10-14,2019,42,201942,CaptureSite_23,0.0
746,16654,2019-10-21,2019,43,201943,CaptureSite_23,0.0
747,16655,2019-10-28,2019,44,201944,CaptureSite_23,0.0
748,17573,2019-01-01,2019,1,201901,CaptureSite_24,0.0
749,17574,2019-01-07,2019,2,201902,CaptureSite_24,0.0
750,17575,2019-01-14,2019,3,201903,CaptureSite_24,0.0
751,17576,2019-01-21,2019,4,201904,CaptureSite_24,0.0
752,17577,2019-01-28,2019,5,201905,CaptureSite_24,0.0
753,17578,2019-02-04,2019,6,201906,CaptureSite_24,0.0
754,17579,2019-02-11,2019,7,201907,CaptureSite_24,0.0
755,17580,2019-02-18,2019,8,201908,CaptureSite_24,0.0
756,17581,2019-02-25,2019,9,201909,CaptureSite_24,0.0
757,17582,2019-03-04,2019,10,201910,CaptureSite_24,0.0
758,17583,2019-03-11,2019,11,201911,CaptureSite_24,0.0
759,17584,2019-03-18,2019,12,201912,CaptureSite_24,0.0
760,17585,2019-03-25,2019,13,201913,CaptureSite_24,0.0
761,17586,2019-04-01,2019,14,201914,CaptureSite_24,0.0
762,17587,2019-04-08,2019,15,201915,CaptureSite_24,0.0
763,17588,2019-04-15,2019,16,201916,CaptureSite_24,0.0
764,17589,2019-04-22,2019,17,201917,CaptureSite_24,0.0
765,17590,2019-04-29,2019,18,201918,CaptureSite_24,0.0
766,17591,2019-05-06,2019,19,201919,CaptureSite_24,0.0
767,17592,2019-05-13,2019,20,201920,CaptureSite_24,0.0
768,17593,2019-05-20,2019,21,201921,CaptureSite_24,0.0
769,17594,2019-05-27,2019,22,201922,CaptureSite_24,0.0
770,17595,2019-06-03,2019,23,201923,CaptureSite_24,0.0
771,17596,2019-06-10,2019,24,201924,CaptureSite_24,0.0
772,17597,2019-06-17,2019,25,201925,CaptureSite_24,0.0
773,17598,2019-06-24,2019,26,201926,CaptureSite_24,0.0
774,17599,2019-07-01,2019,27,201927,CaptureSite_24,0.0
775,17600,2019-07-08,2019,28,201928,CaptureSite_24,0.0
776,17601,2019-07-15,2019,29,201929,CaptureSite_24,0.0
777,17602,2019-07-22,2019,30,201930,CaptureSite_24,0.0
778,17603,2019-07-29,2019,31,201931,CaptureSite_24,0.0
779,17604,2019-08-05,2019,32,201932,CaptureSite_24,0.0
780,17605,2019-08-12,2019,33,201933,CaptureSite_24,0.0
781,17606,2019-08-19,2019,34,201934,CaptureSite_24,0.0
782,17607,2019-08-26,2019,35,201935,CaptureSite_24,0.0
783,17608,2019-09-02,2019,36,201936,CaptureSite_24,0.0
784,17609,2019-09-09,2019,37,201937,CaptureSite_24,0.0
785,17610,2019-09-16,2019,38,201938,CaptureSite_24,0.0
786,17611,2019-09-23,2019,39,201939,CaptureSite_24,0.0
787,17612,2019-09-30,2019,40,201940,CaptureSite_24,0.0
788,17613,2019-10-07,2019,41,201941,CaptureSite_24,0.0
789,17614,2019-10-14,2019,42,201942,CaptureSite_24,0.0
790,17615,2019-10-21,2019,43,201943,CaptureSite_24,0.0
791,17616,2019-10-28,2019,44,201944,CaptureSite_24,0.0
792,18525,2019-01-01,2019,1,201901,CaptureSite_25,0.0
793,18526,2019-01-07,2019,2,201902,CaptureSite_25,0.0
794,18527,2019-01-14,2019,3,201903,CaptureSite_25,0.0
795,18528,2019-01-21,2019,4,201904,CaptureSite_25,0.0
796,18529,2019-01-28,2019,5,201905,CaptureSite_25,0.0
797,18530,2019-02-04,2019,6,201906,CaptureSite_25,0.0
798,18531,2019-02-11,2019,7,201907,CaptureSite_25,0.0
799,18532,2019-02-18,2019,8,201908,CaptureSite_25,0.0
800,18533,2019-02-25,2019,9,201909,CaptureSite_25,0.0
801,18534,2019-03-04,2019,10,201910,CaptureSite_25,0.0
802,18535,2019-03-11,2019,11,201911,CaptureSite_25,0.0
803,18536,2019-03-18,2019,12,201912,CaptureSite_25,0.0
804,18537,2019-03-25,2019,13,201913,CaptureSite_25,0.0
805,18538,2019-04-01,2019,14,201914,CaptureSite_25,0.0
806,18539,2019-04-08,2019,15,201915,CaptureSite_25,0.0
807,18540,2019-04-15,2019,16,201916,CaptureSite_25,0.0
808,18541,2019-04-22,2019,17,201917,CaptureSite_25,0.0
809,18542,2019-04-29,2019,18,201918,CaptureSite_25,0.0
810,18543,2019-05-06,2019,19,201919,CaptureSite_25,0.0
811,18544,2019-05-13,2019,20,201920,CaptureSite_25,0.0
812,18545,2019-05-20,2019,21,201921,CaptureSite_25,0.0
813,18546,2019-05-27,2019,22,201922,CaptureSite_25,0.0
814,18547,2019-06-03,2019,23,201923,CaptureSite_25,0.0
815,18548,2019-06-10,2019,24,201924,CaptureSite_25,0.0
816,18549,2019-06-17,2019,25,201925,CaptureSite_25,0.0
817,18550,2019-06-24,2019,26,201926,CaptureSite_25,0.0
818,18551,2019-07-01,2019,27,201927,CaptureSite_25,0.0
819,18552,2019-07-08,2019,28,201928,CaptureSite_25,0.0
820,18553,2019-07-15,2019,29,201929,CaptureSite_25,0.0
821,18554,2019-07-22,2019,30,201930,CaptureSite_25,0.0
822,18555,2019-07-29,2019,31,201931,CaptureSite_25,0.0
823,18556,2019-08-05,2019,32,201932,CaptureSite_25,0.0
824,18557,2019-08-12,2019,33,201933,CaptureSite_25,0.0
825,18558,2019-08-19,2019,34,201934,CaptureSite_25,0.0
826,18559,2019-08-26,2019,35,201935,CaptureSite_25,0.0
827,18560,2019-09-02,2019,36,201936,CaptureSite_25,0.0
828,18561,2019-09-09,2019,37,201937,CaptureSite_25,0.0
829,18562,2019-09-16,2019,38,201938,CaptureSite_25,0.0
830,18563,2019-09-23,2019,39,201939,CaptureSite_25,0.0
831,18564,2019-09-30,2019,40,201940,CaptureSite_25,0.0
832,18565,2019-10-07,2019,41,201941,CaptureSite_25,0.0
833,18566,2019-10-14,2019,42,201942,CaptureSite_25,0.0
834,18567,2019-10-21,2019,43,201943,CaptureSite_25,0.0
835,18568,2019-10-28,2019,44,201944,CaptureSite_25,0.0
836,19582,2019-01-01,2019,1,201901,CaptureSite_26,0.0
837,19583,2019-01-07,2019,2,201902,CaptureSite_26,0.0
838,19584,2019-01-14,2019,3,201903,CaptureSite_26,0.0
839,19585,2019-01-21,2019,4,201904,CaptureSite_26,0.0
840,19586,2019-01-28,2019,5,201905,CaptureSite_26,0.0
841,19587,2019-02-04,2019,6,201906,CaptureSite_26,0.0
842,19588,2019-02-11,2019,7,201907,CaptureSite_26,0.0
843,19589,2019-02-18,2019,8,201908,CaptureSite_26,0.0
844,19590,2019-02-25,2019,9,201909,CaptureSite_26,0.0
845,19591,2019-03-04,2019,10,201910,CaptureSite_26,0.0
